user_id,video_owner_id,total_view_time,vk_platform,nav_screen,video_id
3485993712432,292769954132,609,vk_video_ios,video_search,1524790594692
3528954011730,297264832184,0,vk_video_android,video_search,1524751042122
3541741496692,269418840200,4,vk_video_android,video_search,1524752602836
3638781433546,292278366172,0,vk_video_android,video_for_you,1524751623630
3645732513318,288471762900,2,vk_video_android,video_for_you,1524751687128
3664422362328,292278366172,0,vk_video_ios,video_for_you,1524754394148
3717499164218,279672446984,110,vk_video_android,video_for_you,1524754504434
3781083402936,128199678848,0,vk_video_android,video_search,1524759995340
3803896734708,145819277544,2989,vk_video_android,video_for_you,1524763932216
3827743020346,271509356760,2,vk_video_android,video_for_you,1524756469530
3890420400062,283977180100,0,vk_video_ios,video_search,1524751436478
3907552937344,292278366172,1,vk_video_android,video_search,1524753769194
3920582171058,205394022588,0,vk_video_android,video_search,1524752485866
3962831078472,230806113316,0,vk_video_android,video_search,1524751499976
3969284304398,293703202012,0,vk_video_android,video_for_you,1524751951146
3969284304398,243581230436,0,vk_video_android,video_for_you,1524752155008
3984128360450,197402665756,2,vk_video_android,video_for_you,1524787269402
3986020084592,254289612684,0,vk_video_ios,video_for_you,1524753515202
3997468012412,282511663036,1200,vk_video_android,video_my_history,1524757010934
4031287638798,20859744456,0,vk_video_ios,video_search,1525350479952
4069984807280,294839526336,0,vk_video_android,video_search,1524751810782
4155165301308,290365313276,8,vk_video_ios,video_for_you,1524750945204
4157646639412,223210807252,0,vk_video_android,video_for_you,1524783282396
4181298662660,292278366172,3,vk_video_ios,video_for_you,1524752599494
4196280760462,238207642712,1,vk_video_android,video_search,1524774763638
4264456819952,260052644416,0,vk_video_android,video_for_you,1524755857944
4281440272144,19575910644,0,vk_video_android,video_for_you,1524813270162
4322202244024,289256570520,0,vk_video_android,video_for_you,1524751493292
4472534327898,283348041780,0,vk_video_android,video_search,1524758705328
4594051827862,279672446984,0,vk_video_ios,video_for_you,1524754564590
4599481135382,289256467248,0,vk_video_android,video_for_you,1524752074800
4625716697826,277583790644,0,vk_video_android,video_search,1524752539338
4969169491132,117921216612,0,vk_video_android,video_for_you,1524752392290
4981777572016,88487185928,0,vk_video_ios,video_search,1524811712790
5004593413638,-13472072044,0,vk_video_android,video_search,1524753545280
5009288037866,507722224,0,vk_video_android,video_search,1524779790006
5045294948330,294132339540,0,vk_video_android,video_search,1524752896932
5070598553272,187521579612,33,vk_video_ios,video_for_you,1524751924410
5090038445856,15559967084,1,vk_video_android,video_search,1524756362586
5124488144986,279672446984,2,vk_video_android,video_for_you,1524754564590
5125198633324,145819277544,6,vk_video_android,video_for_you,1524763932216
5125759936178,251801861700,0,vk_video_android,video_for_you,1524754437594
5148159745064,224152286440,1,vk_video_android,video_search,1524791831232
5168318759870,292278366172,2,vk_video_android,video_search,1524754203654
5186481841562,289256467248,0,vk_video_ios,video_search,1524751753968
5200689299260,290441594212,1,vk_video_android,video_for_you,1524756105252
5202459145086,291304532396,5,vk_video_ios,video_for_you,1524755874654
5208241136728,86587598112,1,vk_video_ios,video_search,1524765870576
5281956334774,86240547260,0,vk_video_android,video_for_you,1524764831214
5312448703212,279672446984,4,vk_video_android,video_search,1524754758426
5317981115370,218753722780,0,vk_video_ios,video_for_you,1524751543422
5332429920244,290773008624,0,vk_video_android,video_search,1524752719806
5340278020406,251801861700,0,vk_video_android,video_for_you,1524755263068
5400333008448,266393595528,0,vk_video_android,video_search,1524751884306
5407514191268,211638906908,1230,vk_video_ios,video_my_history,1524761148330
5408717614146,13795073760,1,vk_video_ios,video_search,1524773637384
5440362706492,281263842024,0,vk_video_ios,video_search,1524751643682
5462859997952,261835044992,4,vk_video_android,video_search,1524750848286
5489609276494,293360309844,2,vk_video_android,video_search,1524750921810
5565503526310,297171326008,20,vk_video_android,video_group_all,1524751072200
5592515335162,36380330484,4,vk_video_android,video_for_you,1524754313940
5623791680346,193081665976,6,vk_video_ios,video_my_history,1524752472498
5625147601710,134728345356,0,vk_video_android,video_search,573049561758
5689172369300,35672545240,4,vk_video_android,video_search,1524750911784
5711609123178,196243272056,0,vk_video_android,video_search,1524751931094
5737936244950,12070943748,0,vk_video_ios,video_for_you,1524800807844
5751279912672,289256570520,0,vk_video_android,video_for_you,1524752017986
5779933966576,293683927220,0,vk_video_android,video_for_you,1524751413084
5779933966576,28065691248,0,vk_video_android,video_for_you,1524762184350
5785338577172,96464751976,0,vk_video_android,video_search,1524751339560
5798044943782,280812990896,0,vk_video_android,video_search,1524750911784
5887110585216,38644264564,0,vk_video_ios,video_for_you,1524816094152
5900744592386,85104208372,0,vk_video_android,video_for_you,1524756780336
5949155181550,180460886212,0,vk_video_android,video_search,1524761061438
5951853772270,145819277544,3266,vk_video_android,video_for_you,1524763932216
5955793433618,248221573720,5,vk_video_android,video_search,1524767006856
5980436345646,293475312484,7,vk_video_android,video_for_you,1524750895074
6032672950150,276179401336,0,vk_video_android,video_search,1524750861654
6032672950150,-805596154440,2,vk_video_android,video_search,1524756660024
6045387147492,200949130832,1832,vk_video_ios,video_search,1524753050664
6089243061664,250641353192,0,vk_video_android,video_search,1524751466556
6096658965656,289517640812,0,vk_video_android,video_for_you,1524756038412
6099511359984,270418874612,0,vk_video_android,video_for_you,1524752258610
6107140300044,279672446984,1455,vk_video_android,video_for_you,1524754758426
6179388139386,269399307228,0,vk_video_ios,video_for_you,1524771264564
6189582447328,145819277544,4,vk_video_ios,video_for_you,1524763932216
6203440835088,290495455856,0,vk_video_ios,video_search,1524751807440
6288072073542,211268026704,2,vk_video_android,video_search,1524751503318
6351061778992,234976077796,2,vk_video_android,video_search,1524751195854
6351061778992,57835660452,0,vk_video_android,video_search,1524792496290
6613501132028,119727765624,2,vk_video_android,video_search,1524773199582
6626267835432,292278366172,0,vk_video_android,video_search,1524751516686
6629921775456,283074246524,1,vk_video_android,video_for_you,1524753364812
6639957962848,291298210296,0,vk_video_android,video_search,1524755724264
6661210268314,28685509932,0,vk_video_ios,video_search,1524757983456
6667393333986,218753722780,0,vk_video_android,video_for_you,1524751647024
6705472878580,4179288088,47,vk_video_ios,video_my_history,1524778038798
6731018935032,85706386080,0,vk_video_android,video_search,1524754564590
6785772617904,288471762900,7,vk_video_ios,video_for_you,1524751687128
6883692206986,251148014892,0,vk_video_android,video_search,1524751730574
6922339881226,283977180100,0,vk_video_android,video_for_you,1524753307998
6990649263948,67370331264,1,vk_video_android,video_for_you,1524760804104
7008455645758,131772706012,13,vk_video_android,video_search,572679625752
7017657458616,255276704996,0,vk_video_android,video_search,1524750901758
7106625316294,171490570400,0,vk_video_android,video_search,1524751593552
7123538291898,172748007624,0,vk_video_android,video_search,1524750891732
7123538291898,-42727174720,0,vk_video_android,video_for_you,1524753862770
7228646492956,282168604044,6,vk_video_android,video_search,1524750918468
7270501353920,296679007200,5,vk_video_android,video_search,1524751212564
7272633722480,289256467248,0,vk_video_ios,video_for_you,1524751914384
7286509980372,288757562864,103,vk_video_android,video_group_all,1524752843460
7288620764222,172285355684,5,vk_video_android,video_search,1524759547512
7290304672784,288203492696,8,vk_video_android,video_search,1524750918468
7338488572296,290694299472,0,vk_video_android,video_search,1524752853486
7353268275794,218753722780,0,vk_video_ios,video_for_you,1524751510002
7444816460060,247077733048,0,vk_video_android,video_search,1524754745058
7444816460060,192494948616,0,vk_video_android,video_search,1524750945204
7445283794130,13674346144,0,vk_video_android,video_for_you,1524760794078
7447129136244,291304532396,0,vk_video_android,video_search,1524752582784
7490527554958,250189547460,2,vk_video_android,video_search,1524753889506
7519499556660,289256591704,5,vk_video_android,video_for_you,1524752218506
7559214218332,149982549204,0,vk_video_android,video_search,1524751256010
7570997863688,142524516784,0,vk_video_android,video_search,1524805439856
7681473529562,293625904244,13,vk_video_android,video_for_you,1524751884306
7718945489668,258774543524,0,vk_video_android,video_search,1524762986430
7750531951918,175734044684,0,vk_video_android,video_for_you,1524793682700
7772347367330,205596885868,0,vk_video_android,video_for_you,1524755500350
7787801618114,214109178444,2,vk_video_ios,video_for_you,1524753515202
7945632029454,291304532396,0,vk_video_android,video_for_you,1524762064038
8067365476912,239363562236,2,vk_video_android,video_search,1524751005360
8067365476912,176433462248,117,vk_video_android,video_search,1524774596538
8069594826076,37721895992,2,vk_video_ios,video_for_you,1524770011314
8190735848540,289256467248,1,vk_video_android,video_search,1524750935178
8230464063402,290495455856,4,vk_video_ios,video_for_you,1524750875022
8279371803654,263749228584,0,vk_video_android,video_search,1524774048450
8315690437488,39154971084,0,vk_video_ios,video_for_you,1524929424714
8329231178632,228461760800,0,vk_video_android,video_search,1524750938520
8423692194414,-111091982244,134,vk_video_android,video_my_history,532284955302
8443623716416,287862884428,1,vk_video_android,video_search,1524753531912
8443623716416,242274711208,0,vk_video_android,video_search,1524750824892
8489002105598,289517640812,0,vk_video_android,video_for_you,1524755323224
8494984282876,294438596628,0,vk_video_android,video_search,1524755212938
8630998074076,286412421244,0,vk_video_android,video_search,1524752980482
8630998074076,224953407064,27,vk_video_android,video_group_all,1524751336218
8630998074076,-177719308540,20,vk_video_android,video_search,1524751991250
8640950131296,296706151848,0,vk_video_ios,video_for_you,1524750968598
8747427907302,51187765096,8,vk_video_android,video_search,1524933548742
8759495466890,55504762424,6,vk_video_android,video_for_you,1524777163194
8773658148864,25463378516,0,vk_video_android,video_search,1524784719456
8773658148864,-807427133900,0,vk_video_android,video_search,1524757328424
8868132918624,238207642712,5,vk_video_android,video_search,1524754785162
8874354435198,273394904880,0,vk_video_android,video_for_you,1524754387464
8889280211966,36380330484,2,vk_video_ios,video_for_you,1524754313940
8894082860138,296176204960,5840,vk_video_ios,video_for_you,1524751179144
8920950503206,269668717396,1,vk_video_android,video_search,1524753304656
8931219002314,296570260460,0,vk_video_android,video_search,1524750895074
8931219002314,294646951860,0,vk_video_android,video_search,1524751830834
8948450327292,295657772900,0,vk_video_android,video_search,1524751135698
8951846154342,-403390769792,1,vk_video_android,video_search,1524766929990
8982868904282,108776621356,2,vk_video_android,video_search,570819555444
9006912062554,214109178444,1,vk_video_ios,video_for_you,1524753535254
9020908994034,263063546196,0,vk_video_android,video_for_you,1524752021328
9031397556790,-82247107728,0,vk_video_android,video_search,1524755527086
9031426169080,293322414316,2,vk_video_android,video_search,1524751312824
9070493992210,-312390535212,5,vk_video_android,video_search,559608793050
9109870326102,214109178444,0,vk_video_android,video_for_you,1524752893590
9134011970888,286264864092,3,vk_video_android,video_search,1524750945204
9158758589918,249708563416,1,vk_video_android,video_search,1524751443162
9195245684884,280019879148,0,vk_video_android,video_for_you,1524750798156
9282833125062,134752857892,0,vk_video_android,video_for_you,1524807378216
9331882722036,279254261584,0,vk_video_android,video_for_you,1524751252668
9344734559552,276883981176,3,vk_video_android,video_search,1524764049186
9362399586610,211843357664,1,vk_video_android,video_for_you,1524805429830
9389412399402,235526003844,0,vk_video_android,video_search,1524751122330
